@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
3,6.131001,2.005287,1.89104,1.026733,0.634642,0.347252,-0.980297,-11.671665,-40.48415,-1.14098,3.522284,5.893978,1.551825,1.231077,0.723331,2,21,6.571429,4,45.285713,4.441217,-1.689784,0.422673,0.34882,0.003718,0.007103,-0.003474,-0.003179,-0.000195,0.002547,-0.775211,1.038737,0.732778,0.082661,0.241613,0.101197,1,25,6.757576,5,35.064392,2.676993,-3.454008,-1.764224,0.050492,0.041731,0.026885,-0.000543,-0.000061,0,0,0,-0.119108,0.263964,0.063851,0.001992,0.038094,0.006785,0,35,4.544747,3,24.530216,Spot
21,9.814832,4.021125,2.996574,0.578707,0.34393,-0.810075,-0.238697,21.612591,11.012209,-7.596406,3.676326,5.796095,2.980292,1.293517,0.833513,3,25,13.428572,15,70.619049,5.332695,-4.482137,0.594647,0.448582,0.218402,0.000627,-0.008743,-0.001901,0.00116,0.001173,-1.261631,0.757658,0.465063,0.12554,0.224096,0.113722,1,26,9.606061,8,52.308712,2.904268,-6.910564,-2.428427,0.055854,0.048672,0.04216,-0.00051,-0.000081,0,0,0,-0.146686,0.229745,0.050906,0.002308,0.035579,0.007767,0,35,5.097276,4,23.924093,Spot
25,11.235578,5.093317,3.821753,1.430826,-0.536898,-0.469656,1.415616,-15.225691,22.472559,-10.345896,2.299219,4.799062,3.194869,1.261223,0.876498,10,25,18.142857,19,30.809525,5.757109,-5.478468,0.601846,0.471544,0.331549,-0.011563,-0.009796,0.001542,0.001473,-0.001718,-1.404939,0.438485,0.211568,0.160435,0.196165,0.118049,3,35,11.484848,9,62.132576,3.086014,-8.149563,-2.671095,0.060378,0.052875,0.050359,-0.000461,-0.000087,0,0,-0,-0.163612,0.185614,0.036044,0.002537,0.031769,0.008852,0,35,5.501945,4,22.204098,Spot
10,8.802515,2.780843,1.551957,0.301826,-0.726328,0.070733,1.289771,-0.328251,-45.79248,-4.030974,3.742482,5.101409,2.256882,1.142172,0.843389,4,25,10.142858,8,50.476189,5.62021,-3.182305,0.436396,0.392007,0.278937,-0.020461,-0.00564,0.003779,0.000442,-0.002419,-1.107339,0.559354,0.203758,0.10872,0.164471,0.112505,1,26,9.30303,7,48.280304,3.211288,-5.591227,-2.408921,0.060633,0.054449,0.053688,-0.0004,-0.000077,0,0,-0,-0.16877,0.143202,0.023845,0.002743,0.027631,0.009889,0,35,5.583658,4,22.064262,Spot
15,7.695877,3.008533,2.43998,0.679667,0.202379,-0.38472,0.084127,-1.281135,-0.117761,-4.768846,3.300731,3.67853,2.189738,1.089216,0.736432,1,23,10.857142,9,79.476189,4.943246,-2.752631,0.493201,0.344976,0.023161,0.002441,-0.003169,-0.000681,0.000803,-0.00021,-0.861339,0.722711,0.351222,0.114642,0.193836,0.103555,1,25,7.363636,4,43.363636,3.002264,-4.693613,-1.940982,0.055971,0.048903,0.035196,-0.000253,-0.000061,0,0,0,-0.14007,0.205656,0.041655,0.002197,0.03152,0.007272,0,35,4.918288,4,20.512829,Spot
23,8.489275,3.332459,2.899845,0.228605,-0.475161,-0.783236,1.766378,22.231436,-66.179855,-6.460909,3.354083,3.62521,2.241012,1.060687,0.775072,3,25,12.142858,8,80.809525,5.24789,-3.241385,0.451169,0.355994,0.103232,-0.00899,-0.001562,0.001777,0.000025,-0.001944,-0.910395,0.63244,0.220821,0.128229,0.168608,0.106707,1,25,8.030303,6,46.655304,3.179146,-5.310129,-2.068744,0.059616,0.051983,0.042762,-0.000237,-0.000062,-0,0,-0,-0.154362,0.156782,0.026877,0.002373,0.027097,0.008118,0,35,5.159533,4,20.033043,Spot
8,6.778828,1.977713,1.515429,1.192228,-0.443341,-0.117295,-0.934776,-4.098829,57.533535,-2.300913,3.309274,3.954659,1.347779,0.962245,0.748516,1,23,8.142858,6,51.809525,5.127976,-1.650851,0.323794,0.300531,0.041876,-0.01606,0.000921,0.00252,-0.000851,-0.00111,-0.666201,0.664999,0.230744,0.073638,0.14219,0.100421,1,25,6.727273,5,35.579544,3.301517,-3.477311,-1.82646,0.05865,0.052114,0.047381,-0.000238,-0.000052,-0,0,-0,-0.158144,0.106895,0.014974,0.002423,0.02235,0.009118,0,35,5.171206,4,19.501823,Spot
5,3.500907,1.785901,1.184439,0.457403,-0.174229,0.009011,0.869222,7.582808,-22.465088,0.144059,2.75351,4.421411,0.732539,0.872097,0.517161,0,10,2.571429,1,13.619047,2.880149,-0.620758,0.26474,0.245627,0.084443,0.009714,-0.002341,0.000353,0.000364,-0.001277,-0.425924,0.983944,0.627915,0.046719,0.15754,0.062579,0,19,3.818182,2,22.46591,1.888146,-1.612761,-0.992002,0.041199,0.035551,0.018852,-0.000122,-0.000056,-0.000001,0,0,-0.057898,0.198155,0.034664,0.001479,0.020502,0.00656,0,24,3.046693,2,18.068123,Spot
0,4.798671,1.45467,1.349473,0.742876,0.085049,0.552568,0.870477,-13.63201,-18.078474,-0.848072,3.575233,5.491361,1.259217,0.945645,0.592827,0,15,4.857143,3,29.809525,3.261249,-1.537423,0.352569,0.306966,0.01137,0.011904,-0.00296,-0.000905,-0.00043,-0.000305,-0.670906,0.998085,0.628249,0.073726,0.15756,0.072092,0,19,5.272727,3,30.267046,1.937573,-2.861098,-1.323675,0.044147,0.040234,0.017167,-0.000104,-0.000068,-0,0,0,-0.067214,0.19049,0.031934,0.001668,0.019239,0.006969,0,24,3.291829,2,19.785597,Spot
3,4.925148,2.050164,1.356248,0.432829,0.29569,0.279179,-0.849264,0.437812,20.959585,-1.126745,3.586874,5.509232,1.617086,0.948934,0.625136,0,14,4.857143,3,23.809525,3.320666,-1.604481,0.385086,0.298622,0.016841,0.006895,-0.001866,-0.001489,-0.000833,0.001113,-0.700548,0.985609,0.610651,0.083795,0.154932,0.075041,0,21,5.515152,3,35.195076,1.94522,-2.979927,-1.375446,0.04543,0.04043,0.016804,-0.000096,-0.000069,-0,0,0,-0.069056,0.187872,0.031019,0.001775,0.018691,0.007154,0,24,3.412451,2,19.76672,Spot
10,5.767188,2.072158,1.05791,0.683703,0.416336,-0.383308,-0.691292,5.364449,20.82589,-2.446365,3.579768,5.35216,1.471181,0.957868,0.59809,2,15,6.714286,5,22.904762,3.661775,-2.105412,0.373855,0.303516,0.124528,0.021618,-0.005105,-0.00204,0.001031,0.000879,-0.801899,0.941388,0.575556,0.071485,0.156193,0.069468,0,19,5.787879,4,29.797348,2.079242,-3.687946,-1.582534,0.044553,0.037415,0.000777,0.000066,-0.00007,-0.000001,0,0,-0.082745,0.206755,0.038097,0.00171,0.021974,0.007202,0,24,3.638132,2,19.286509,Spot
9,8.054248,2.71309,1.995329,0.44954,0.608548,-0.224951,-1.976649,0.445855,50.543549,-5.157959,3.788418,6.109923,2.360071,1.043054,0.683042,0,19,9.857142,9,39.142857,4.146933,-3.907315,0.453247,0.433269,0.282567,0.017386,-0.010398,-0.002519,0.00171,0.001794,-1.169083,0.836648,0.505032,0.106361,0.154001,0.080938,0,23,8.606061,9,45.121212,2.129785,-5.924463,-2.017148,0.04741,0.042853,0.002869,-0.000005,-0.000085,-0,0,0,-0.093131,0.197045,0.034658,0.001907,0.020383,0.007619,0,24,3.848249,2,19.887037,Spot
9,8.390806,3.688346,2.011596,0.125458,0.107734,0.380993,1.283101,-9.025687,-51.87933,-5.8254,3.681695,5.925172,3.174207,1.048577,0.71981,3,21,10.857142,9,37.476189,4.219257,-4.171549,0.509144,0.413998,0.300805,0.003839,-0.010297,-0.000961,0.000768,0.000627,-1.223947,0.802685,0.476006,0.123277,0.150748,0.08468,0,24,9.212121,9,47.797348,2.135929,-6.254877,-2.083328,0.04851,0.043391,0.003204,-0.000092,-0.000086,0,0,0,-0.095105,0.194345,0.033697,0.002003,0.019787,0.007772,0,24,3.910506,3,19.613052,Spot
7,6.054925,2.404124,0.798152,0.074007,-0.436012,-0.038266,1.247716,6.009607,-10.906259,-1.531964,3.893019,5.69947,2.422057,0.973137,0.698223,0,10,5.714286,7,13.238095,3.841323,-2.213602,0.43642,0.301585,0.183812,-0.01331,-0.005047,0.001433,-0.000685,-0.001184,-0.921817,0.905553,0.532358,0.097443,0.149022,0.078052,0,23,6.515152,5,38.320076,2.09633,-3.958595,-1.744993,0.046249,0.040392,0.001718,-0.000176,-0.000073,0.000001,0,-0,-0.088359,0.20003,0.035622,0.001822,0.020457,0.00746,0,24,3.863813,3,19.805599,Spot
5,4.372975,1.555458,1.523062,1.037167,0.258889,0.36489,0.639401,-0.894284,-9.608621,-1.069563,2.305737,3.09085,1.020612,0.82343,0.516833,1,15,4.857143,3,22.142857,3.432784,-0.940191,0.328761,0.211805,0.05392,0.024369,0.002722,-0.001618,-0.001202,0.000323,-0.486646,0.824358,0.458777,0.053145,0.144618,0.057002,0,16,4.454545,3,16.568182,2.179806,-2.193169,-1.252978,0.043264,0.028143,0.012922,0.000352,-0.000049,-0.000001,0,0,-0.084329,0.213555,0.041512,0.001639,0.024698,0.007219,0,24,3.677043,3,16.930447,Spot
15,7.166124,3.073319,1.611011,0.11301,0.660607,-0.281988,-1.030284,-6.432458,5.334235,-4.57132,3.192009,4.486359,2.379064,0.97386,0.633709,5,16,10.857142,12,19.809525,4.174033,-2.992092,0.471089,0.306497,0.207799,0.024307,-0.005455,-0.003006,0.000786,0.002182,-0.985385,0.758261,0.407834,0.089921,0.144955,0.071823,0,21,7,5,31.6875,2.268104,-4.89802,-1.905929,0.04668,0.038191,0.016789,0.00025,-0.000074,-0.000001,0,0,-0.10166,0.198062,0.03611,0.001874,0.022361,0.007773,0,24,4.175097,3,18.934065,Spot
16,10.015644,4.580183,2.726393,1.114652,0.598194,-0.754865,-0.574614,15.333431,-19.116442,-8.421228,2.266209,5.067857,3.330723,1.066297,0.719024,9,21,13,11,20.333334,4.703107,-5.312537,0.58101,0.475696,0.356188,0.01543,-0.013486,-0.002384,0.002687,0.002123,-1.412894,0.464147,0.291015,0.121102,0.141028,0.084176,0,24,10.333333,9,40.916668,2.317757,-7.697886,-2.38535,0.049297,0.044042,0.019061,0.000112,-0.000089,-0,0,0,-0.1124,0.18581,0.032081,0.002066,0.020548,0.008165,0,24,4.252918,3,18.978752,Spot
21,10.660543,4.896182,4.121552,0.972929,0.003022,-0.419148,-0.380051,-7.415087,22.072823,-9.990664,1.599235,5.09334,3.984452,1.075638,0.755123,5,24,16.714285,19,52.238094,4.782192,-5.878351,0.60375,0.517197,0.367987,-0.000901,-0.014869,0.00024,0.002123,-0.000389,-1.488934,0.366534,0.253339,0.144936,0.137477,0.088442,0,24,11.030303,10,40.405304,2.321936,-8.338608,-2.460257,0.050051,0.044938,0.019405,-0.000044,-0.000091,0,0,-0,-0.114394,0.183186,0.031198,0.002129,0.019983,0.008229,0,24,4.225681,3,18.862932,Spot
5,7.854098,3.231299,0.33145,0.126678,-0.584604,0.628816,1.009595,-2.547001,-0.712877,-3.689427,3.947247,5.054792,3.508638,0.998423,0.73341,2,21,8,6,38.666668,4.366477,-3.48762,0.521542,0.318248,0.311689,-0.017324,-0.008575,0.002577,-0.000227,-0.00249,-1.151478,0.688931,0.358238,0.119902,0.13787,0.080948,0,24,8.909091,7,48.272728,2.279184,-5.574914,-2.087293,0.047617,0.041921,0.017786,-0.000197,-0.000077,0.000001,0,-0,-0.107324,0.191767,0.033902,0.001915,0.020972,0.0078,0,24,4.128405,3,18.877979,Spot
5,4.086663,1.511574,1.100334,0.560105,0.272857,0.274624,-1.193086,-4.188967,40.869038,-0.148865,1.90015,2.388265,0.893761,0.76819,0.50685,2,13,4.857143,4,14.476191,3.596835,-0.489828,0.329399,0.176398,0.090666,0.018925,0.003355,-0.001303,-0.001226,0.001061,-0.415132,0.694425,0.322542,0.057432,0.127201,0.055088,0,15,4.030303,3,12.405303,2.354771,-1.731892,-1.242064,0.04414,0.031179,0.019888,0.000534,-0.000044,-0.000001,0,0,-0.095208,0.195882,0.036221,0.001707,0.024146,0.007636,0,24,3.836576,3,16.598188,Spot
13,6.302916,2.325462,0.933404,0.762521,0.292447,0.096888,-0.253476,4.65227,-0.497726,-2.154579,3.124846,3.701356,2.223257,0.914675,0.615135,1,15,6.857143,5,30.809525,4.277968,-2.024947,0.456592,0.256156,0.141706,0.01459,-0.002542,-0.001453,-0.000496,0.001098,-0.854454,0.635141,0.262997,0.095847,0.126065,0.069005,1,24,6.484848,4,29.757576,2.439411,-3.863505,-1.838558,0.047344,0.038769,0.025715,0.000399,-0.000066,-0.000001,0,0,-0.111828,0.176596,0.030179,0.001937,0.021577,0.008175,0,24,4.40856,3,18.594145,Spot
9,8.839925,3.505521,1.356818,0.824069,0.021263,-0.133477,0.948707,-16.313864,-38.498032,-5.686408,3.429368,4.448783,3.304735,1.007755,0.692085,4,24,12.571428,13,41.952381,4.765024,-4.074901,0.540315,0.383278,0.314646,0.005142,-0.00931,-0.00023,0.001169,-0.000055,-1.238239,0.3544,0.161126,0.123689,0.121349,0.081002,1,24,9.151515,8,41.632576,2.485993,-6.353932,-2.279031,0.049511,0.043771,0.028874,0.000227,-0.000079,-0,0,-0,-0.122157,0.161984,0.025925,0.002106,0.01966,0.008505,0,24,4.501945,3,18.235348,Spot
24,9.718003,3.985662,3.009049,1.289473,-0.20669,-0.79948,-0.909932,22.73881,37.150558,-8.284184,3.200418,5.309292,3.094861,1.021524,0.722659,6,24,13.142858,9,51.476189,4.837247,-4.880756,0.503392,0.490923,0.318846,-0.005967,-0.011751,0.001295,0.001909,-0.001158,-1.313161,0.26434,0.14412,0.129194,0.117991,0.085377,0,24,9.757576,8,43.439392,2.487836,-7.230167,-2.349411,0.049779,0.044814,0.02951,0.000037,-0.000081,0,0,-0,-0.124104,0.159785,0.025259,0.002113,0.019207,0.008438,0,24,4.459144,3,18.007113,Spot
6,7.509966,2.820395,1.02842,0.050623,-0.274876,0.087269,-0.129432,-11.141748,-0.657269,-3.798192,4.048736,5.23902,2.538041,0.950707,0.700648,0,24,9.571428,6,89.619049,4.450514,-3.059452,0.47201,0.316657,0.226959,-0.013674,-0.007824,0.001643,0.000849,-0.001139,-1.015625,0.592522,0.235897,0.113444,0.120389,0.077591,0,24,7.969697,6,49.092804,2.443377,-5.066589,-2.007137,0.047393,0.042043,0.027905,-0.000151,-0.000069,0.000001,0,-0,-0.11734,0.17173,0.028627,0.001886,0.020515,0.007907,0,24,4.326848,3,18.228691,Spot
3,3.303258,1.353825,0.499574,0.091808,-0.044468,-0.028985,0.407409,1.994146,-23.41733,0.946059,1.032864,1.560732,0.414586,0.662112,0.456378,0,6,2.714286,2,4.571429,3.50859,0.205332,0.257607,0.161033,0.119218,0.006707,0.002582,0,-0.00038,0.000728,-0.215792,0.562957,0.212846,0.046655,0.104701,0.049625,0,13,3.212121,3,6.172348,2.505196,-0.798063,-1.003395,0.043753,0.035788,0.018214,0.00063,-0.000032,-0.000001,0,0,-0.097755,0.170511,0.028733,0.001681,0.022458,0.007855,0,24,3.922179,3,14.126733,Spot
1,4.421637,1.967732,0.976671,0.02999,-0.262563,0.272512,0.925967,-3.754928,-5.911276,1.021051,2.230063,2.997807,1.0345,0.793391,0.547437,1,13,4.428571,3,19.952381,4.036988,-0.384649,0.342383,0.181136,0.017016,-0.000682,0.001439,0.001115,-0.001379,-0.000867,-0.506503,0.600952,0.195439,0.07426,0.102998,0.061613,0,15,4.333333,3,15.666667,2.582706,-1.838931,-1.454282,0.046414,0.039829,0.026254,0.000492,-0.000047,-0,0,-0,-0.112497,0.148606,0.022749,0.001886,0.019808,0.008342,0,24,4.354085,3,16.713978,Spot
8,5.939643,1.860659,1.50092,0.503451,-0.388946,0.278327,-0.122877,6.898122,43.622314,-0.86319,3.344722,4.170969,1.706734,0.879598,0.610031,1,9,5.714286,8,10.571428,4.415289,-1.524354,0.396678,0.24495,0.126328,-0.007376,-0.00101,0.001989,-0.001186,-0.002018,-0.767956,0.539225,0.147742,0.092411,0.098569,0.072168,0,24,6,4,29.125,2.62429,-3.315354,-1.791,0.047911,0.042361,0.031506,0.000323,-0.000057,0,0,-0,-0.121777,0.132486,0.018749,0.002013,0.017928,0.008562,0,24,4.548638,3,17.045477,Spot
