@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
28,13.771045,6.503022,3.66827,2.317207,0.494034,-0.813885,-4.06062,-3.646639,96.54908,-12.488499,4.992989,12.011368,8.380371,2.076805,1.809403,8,33,21.142857,23,108.476189,6.46083,-7.310215,0.759963,0.681793,0.444325,0.000273,-0.020588,-0.00089,0.00348,0.001427,-1.886081,1.071569,0.913753,0.271561,0.318602,0.167452,1,44,13.939394,11,120.746216,3.325717,-10.445328,-3.135113,0.068288,0.060324,0.021001,-0.001122,-0.000115,0,0.000001,0,-0.149613,0.253455,0.059196,0.003245,0.038013,0.010791,0,44,5.891051,4,41.566208,Spot
11,9.85981,4.156835,1.470652,0.15349,0.163013,0.308145,3.30922,-10.073879,-105.384094,-5.473996,6.36656,14.124026,5.746747,2.009636,1.724024,1,32,12.571428,9,155.619049,5.599986,-4.259824,0.635658,0.436014,0.301764,0.010493,-0.010481,-0.001874,0.000117,0.000754,-1.373436,1.431899,1.291579,0.214016,0.328659,0.157468,1,33,10.454545,8,102.568184,3.150575,-6.709234,-2.449411,0.064754,0.060197,0.000364,-0.000871,-0.000091,-0,0,0,-0.124587,0.259059,0.059938,0.003067,0.036077,0.010378,0,44,5.338521,3,43.865425,Spot
8,8.112233,2.628726,2.32458,2.090676,-0.694564,0.304381,0.09557,-18.145809,81.58033,-2.86263,4.506588,8.149778,2.81462,1.636854,1.440936,2,25,10.571428,8,72.285713,5.622571,-2.489662,0.557092,0.469668,0.042917,-0.04445,-0.005047,0.003473,-0.000406,-0.001988,-0.983843,1.00771,0.645502,0.165968,0.264538,0.142343,0,32,8.363636,5,62.113636,3.401827,-4.710406,-2.220744,0.067991,0.045991,0.031109,-0.001654,-0.000084,0.000002,0,-0,-0.145091,0.25227,0.060525,0.003129,0.04124,0.011313,0,44,5.680934,4,35.921238,Spot
19,10.330858,4.72049,2.337256,0.590457,-0.719746,-0.524695,2.918554,10.1008,-72.58007,-6.467289,5.397486,10.344193,5.573219,1.824333,1.66214,1,32,13.142858,8,135.142853,5.883108,-4.447751,0.656999,0.557212,0.158129,-0.033417,-0.012467,0.003569,0.001845,-0.002635,-1.37234,1.147035,0.88158,0.214094,0.299272,0.156117,1,33,10.333333,6,84.729164,3.296501,-7.034357,-2.586607,0.067168,0.048446,0.026339,-0.001518,-0.000094,0.000002,0,-0,-0.141953,0.267267,0.065917,0.003255,0.041046,0.011384,0,44,5.66537,4,41.200085,Spot
23,10.241183,5.108037,2.099976,0.024192,-0.293188,-1.020592,1.616568,8.100994,-73.272171,-7.183822,5.796082,11.903798,6.723099,1.880411,1.755173,3,28,13.428572,9,98.619049,5.630449,-4.610734,0.667964,0.470318,0.235157,-0.010443,-0.013867,0.001276,0.002998,-0.001109,-1.373439,1.347636,1.173577,0.224094,0.320301,0.158984,1,33,10.454545,6,92.693184,3.161187,-7.079996,-2.469262,0.065568,0.0521,0.010101,-0.001198,-0.000089,0.000001,0,-0,-0.127769,0.27365,0.067306,0.003231,0.039418,0.011228,0,44,5.416342,3,43.040825,Spot
9,7.497186,3.504593,1.912317,1.540785,0.2589,-0.359771,-2.269046,-0.673489,117.715073,-3.133062,5.643295,12.445918,4.554806,1.833285,1.656762,1,23,8.857142,9,64.809525,4.860466,-2.63672,0.572526,0.35774,0.022969,0.015666,-0.008241,-0.002026,0.001558,0.001136,-0.953235,1.486871,1.360367,0.18176,0.323671,0.149996,0,33,7.666667,4,84.729164,3.007525,-4.489661,-1.852941,0.062815,0.053717,0.012239,-0.000745,-0.000068,-0,0,0,-0.104293,0.266273,0.062863,0.003053,0.036415,0.010942,0,44,4.92607,3,45.076546,Spot
1,4.264524,1.257237,0.359235,0.245618,0.128324,0.34522,-0.411546,-2.726112,4.277742,1.370854,0.752529,0.934454,0.30044,0.617496,0.341036,1,8,3.857143,4,7.142857,4.799978,0.535454,0.213927,0.19563,0.046766,0.026618,0.007265,-0.000568,-0.001539,-0.000424,-0.02847,0.37431,0.108962,0.035888,0.13079,0.051297,0,11,4.333333,4,5.916667,3.975102,-0.289422,-0.824876,0.071367,0.044019,0.015171,-0.000159,-0.000011,-0.000002,-0,0,-0.130558,0.135004,0.022036,0.002514,0.031468,0.010716,0,33,4.992218,5,13.070251,Spot
2,4.041723,1.154815,0.342619,0.027574,-0.113984,0.208326,-0.773338,-2.969099,30.656725,1.525007,0.779503,0.925131,0.210605,0.637357,0.341963,0,6,3.142857,4,4.809524,4.647381,0.605658,0.217787,0.202513,0.044122,0.007663,0.00635,-0.000348,-0.000417,0.000607,-0.028848,0.42139,0.15081,0.036538,0.150952,0.052464,0,8,4.151515,4,4.320076,3.822199,-0.219524,-0.825182,0.069752,0.039853,0.01581,-0.001037,-0.00001,-0.000001,-0,0,-0.125415,0.18677,0.036597,0.00249,0.03629,0.010959,0,33,4.929961,5,12.85445,Spot
3,5.317403,1.907838,1.252083,0.041553,0.403596,0.692988,-0.59839,-13.117742,8.869544,0.697309,1.503801,1.652897,0.835565,0.7367,0.381962,2,10,5.285714,6,6.904762,5.18988,-0.127523,0.271721,0.175167,0.143531,0.034687,0.001402,-0.002415,-0.001803,0.00045,-0.240085,0.43475,0.115593,0.052948,0.135347,0.056418,1,19,5.484848,5,14.570076,4.041057,-1.276347,-1.148823,0.073162,0.048097,0.019982,0.000216,-0.000036,-0.000002,-0,0,-0.14124,0.103008,0.015936,0.002146,0.030307,0.009501,0,33,5.202334,5,14.091713,Spot
4,5.51229,1.71654,1.209383,0.082982,0.347013,0.537355,-0.372016,4.721602,9.16332,0.424175,2.22109,2.32148,1.060703,0.811293,0.41608,1,11,4.714286,4,11.238095,5.231789,-0.2805,0.314692,0.144462,0.134979,0.025063,0.003607,-0.00195,-0.001338,0.000544,-0.305209,0.518588,0.158114,0.069415,0.158848,0.060198,1,20,5.757576,5,18.626894,3.939781,-1.572508,-1.292008,0.07456,0.047923,0.021448,-0.000579,-0.000038,-0.000002,-0,0,-0.14393,0.151075,0.027159,0.002423,0.034848,0.010184,0,34,5.416342,5,18.853325,Spot
6,5.028103,1.687787,0.709292,0.285585,-0.200051,-0.533325,0.072016,6.406234,27.61586,0.69291,1.979294,2.458252,0.71015,0.832658,0.416094,2,7,4.428571,4,3.619048,5.050527,0.022424,0.306326,0.146489,0.116037,0.002196,0.003484,0.000276,0.00048,0.000186,-0.275873,0.599915,0.240582,0.061101,0.180708,0.060678,0,19,4.818182,4,12.153409,3.785605,-1.242498,-1.264922,0.071484,0.043736,0.02222,-0.001412,-0.000036,-0.000001,-0,0,-0.13744,0.201715,0.04234,0.002462,0.039357,0.010472,0,34,5.416342,5,18.392387,Spot
5,5.661753,1.683211,1.024922,0.744361,0.201566,0.036042,-0.967823,-0.217014,-13.85356,-0.086072,1.501531,1.802436,0.583525,0.756881,0.379044,3,10,6,6,5.666667,5.255181,-0.406572,0.247315,0.217366,0.151107,0.025424,-0.001675,-0.001871,-0.000059,0.000788,-0.313574,0.458882,0.135232,0.034912,0.132297,0.061497,2,14,5.575758,5,7.751894,4.017111,-1.644641,-1.23807,0.072078,0.045932,0.02299,0.000314,-0.000043,-0.000002,0,0,-0.140999,0.109909,0.01682,0.002213,0.03011,0.008724,0,33,5.548638,5,17.232977,Spot
10,7.212471,2.515732,1.386305,1.24727,0.598433,-0.048386,-1.829355,2.285991,57.860668,-2.376698,2.598134,2.692287,1.681584,0.899864,0.444145,3,14,7.714286,8,17.904762,5.597716,-1.614754,0.378741,0.264166,0.069901,0.027273,-0.003269,-0.003512,0.000042,0.002218,-0.573006,0.481297,0.12284,0.083546,0.160029,0.066731,2,33,7.666667,6,38.604168,3.969112,-3.243359,-1.628605,0.075607,0.050056,0.025873,-0.000318,-0.000058,-0.000002,0,0,-0.151536,0.135302,0.023479,0.002175,0.033946,0.009043,0,34,5.661479,5,21.13105,Spot
11,8.124822,3.11447,1.336808,0.242151,0.414851,0.064836,1.078673,-7.488627,-16.582273,-4.209127,3.179533,3.320948,2.430129,0.992735,0.481059,4,20,10.857142,10,41.142857,5.716767,-2.408055,0.448111,0.263092,0.017955,0.016534,-0.003252,-0.002205,0.000264,0.001478,-0.729158,0.546044,0.181531,0.100559,0.187064,0.069415,1,33,8.242424,6,43.689392,3.868574,-4.256248,-1.848193,0.075518,0.050616,0.027689,-0.001041,-0.000064,-0.000001,0,0,-0.153823,0.176694,0.035135,0.002326,0.038295,0.009637,0,34,5.677043,5,21.414822,Spot
7,6.937037,1.751114,1.399845,0.864476,-0.304642,-0.484832,1.877528,3.327018,-81.770844,-1.215745,3.237412,4.181077,1.521401,1.016777,0.47885,5,11,7.285714,7,3.904762,5.500396,-1.436641,0.421792,0.213311,0.030418,-0.004879,-0.00147,0.001218,0.000525,-0.000962,-0.665521,0.695875,0.321862,0.082477,0.21054,0.068596,2,33,7.030303,5,40.342804,3.713869,-3.223168,-1.786527,0.070898,0.046725,0.028312,-0.001754,-0.00006,-0,0,0,-0.145934,0.222816,0.050443,0.002365,0.042437,0.009963,0,34,5.478599,5,22.219267,Spot
6,6.106555,1.560591,1.016916,0.700057,0.142308,0.108026,-0.03559,-7.407547,41.857368,-0.156381,2.172059,2.692011,0.645698,0.850052,0.426667,2,14,6.714286,5,15.904762,5.413694,-0.692862,0.307091,0.254453,0.087027,0.014286,-0.001505,-0.00158,0.000334,0.000718,-0.474518,0.534358,0.169533,0.066353,0.151167,0.071695,1,20,6.060606,5,14.621212,3.902733,-2.203822,-1.510961,0.072728,0.045035,0.027405,-0.000321,-0.000053,-0.000001,0,0,-0.145169,0.153756,0.02718,0.002513,0.033683,0.00909,0,34,5.7393,5,21.193489,Spot
14,8.71788,3.275427,1.91472,0.614092,0.193937,-0.910636,1.672338,15.576309,-60.798946,-4.576054,2.874863,3.818626,1.658689,1.015768,0.493295,6,20,10.142858,8,26.809525,5.873416,-2.844464,0.4621,0.358621,0.052038,0.010874,-0.007378,-0.002021,0.002134,0.001937,-0.872758,0.468822,0.130501,0.114706,0.182654,0.076235,2,33,8.666667,7,43.854168,3.855889,-4.861991,-2.017527,0.075111,0.049822,0.030554,-0.000891,-0.000073,-0.000001,0,0,-0.155488,0.174559,0.034148,0.00233,0.037319,0.008573,0,34,5.836576,5,22.613813,Spot
20,10.270376,4.629237,2.317917,0.853964,0.2461,-0.502754,-0.806788,-5.154831,-10.805461,-7.801118,2.646773,4.720633,2.113879,1.123952,0.52872,6,33,16.285715,14,84.571426,6.051743,-4.218633,0.552793,0.387565,0.172804,0.002046,-0.009278,-0.000572,0.001607,0.000785,-1.113163,0.471582,0.232123,0.088381,0.212571,0.077537,1,33,9.848485,8,43.882576,3.756067,-6.514309,-2.295676,0.073459,0.051264,0.032228,-0.001486,-0.000082,-0,0,0,-0.156951,0.208917,0.045803,0.002226,0.041357,0.009173,0,34,5.766537,5,22.851532,Spot
6,8.463376,1.928985,1.057672,0.774454,-0.12257,0.728085,-1.364915,-4.669999,77.619469,-2.212203,3.965912,5.807636,1.544115,1.151964,0.522114,5,20,8.571428,6,29.619047,5.798492,-2.664884,0.495941,0.314626,0.208375,-0.010348,-0.005511,0.00164,-0.000476,-0.001581,-1.018942,0.725058,0.416564,0.086344,0.237144,0.075026,1,33,9.272727,6,56.079544,3.602044,-4.861332,-2.196448,0.067385,0.048155,0.032127,-0.002018,-0.000077,0.000001,0,-0,-0.147667,0.248262,0.060494,0.002203,0.045043,0.009574,0,34,5.638132,5,23.450571,Spot
5,5.949488,1.964455,1.077652,0.312342,0.126055,0.043783,-0.085022,3.348031,-20.509714,0.574461,2.177655,3.096897,0.847096,0.88037,0.461433,3,8,5.142857,5,2.476191,5.354774,-0.594713,0.350189,0.225608,0.047947,-0.002048,-0.000911,0.000051,0.000221,0.000013,-0.52785,0.616147,0.230125,0.087682,0.167694,0.07857,1,21,6.060606,5,14.933712,3.747021,-2.202466,-1.607753,0.070319,0.041404,0.029745,-0.000957,-0.000056,-0,0,0,-0.141468,0.196039,0.039543,0.002651,0.036603,0.00962,0,34,5.626459,5,21.688047,Spot
8,8.768025,3.218087,0.809299,0.450591,-0.12904,-0.373397,-0.219575,-11.377729,19.150345,-3.576795,3.21882,4.29641,2.109164,1.057441,0.524733,4,21,10.142858,8,34.476189,5.851188,-2.916838,0.503445,0.353345,0.1265,-0.009631,-0.008386,0.001116,0.002236,-0.000242,-0.983289,0.553519,0.222127,0.136334,0.201251,0.082677,3,33,9.575758,7,55.939392,3.700111,-5.067914,-2.151077,0.071632,0.046843,0.032163,-0.001425,-0.000077,0,0,0,-0.150638,0.21401,0.046606,0.002463,0.039886,0.008856,1,34,5.762646,5,22.244225,Spot
21,10.574393,5.066827,1.296665,1.06173,-0.245605,-0.52802,-0.206864,13.26953,6.82318,-7.425222,2.669673,5.403897,2.171122,1.174928,0.554224,6,21,14,14,45,6.040444,-4.533949,0.585947,0.419293,0.253021,-0.013306,-0.011362,0.001588,0.001785,-0.000861,-1.258261,0.553162,0.341017,0.110209,0.232606,0.082772,1,33,10.575758,8,53.314392,3.60105,-6.973344,-2.439395,0.068754,0.049206,0.032843,-0.001851,-0.000087,0.000001,0,-0,-0.150802,0.242048,0.057661,0.00213,0.043478,0.009094,1,34,5.754864,5,22.834206,Spot
6,8.606485,1.300695,0.856413,0.476648,-0.10981,0.831605,0.36293,-4.566672,-21.080393,-1.68046,4.309916,6.784028,1.092389,1.207695,0.540809,1,21,8.285714,6,43.904762,5.754406,-2.852079,0.468416,0.388032,0.288106,-0.012213,-0.0071,0.000832,-0.000843,-0.000771,-1.144554,0.83133,0.562259,0.086182,0.257159,0.078697,1,34,9.606061,6,81.308716,3.44921,-5.157275,-2.305196,0.061879,0.047201,0.031147,-0.002164,-0.00008,0.000001,0,-0,-0.140226,0.27372,0.070839,0.002029,0.046616,0.009441,0,34,5.540856,5,23.866488,Spot
4,5.309622,2.041539,0.880861,0.093819,-0.060837,0.208689,0.293568,1.935021,-8.111844,1.066859,2.047834,2.892772,0.78734,0.841729,0.476635,2,8,4.428571,4,4.285714,5.038593,-0.271029,0.342567,0.176692,0.067092,-0.01713,0.000168,0.001613,-0.00038,-0.000787,-0.452167,0.694233,0.320367,0.081626,0.180586,0.079831,1,21,5.363636,5,13.113636,3.554077,-1.755545,-1.484516,0.065715,0.037347,0.025741,-0.001507,-0.000051,0.000001,0,-0,-0.128803,0.23066,0.051128,0.002621,0.038267,0.010025,0,34,5.36965,4,20.280794,Spot
8,7.907279,2.746115,0.8726,0.486917,-0.39564,0.180885,-0.757627,-3.746294,4.743913,-3.131798,3.308007,3.891981,2.234378,1.016608,0.532702,4,21,9,8,30.666666,5.474272,-2.433008,0.479332,0.275432,0.109499,-0.025869,-0.00609,0.003214,0.000704,-0.002212,-0.864263,0.732248,0.383006,0.118516,0.213928,0.083954,2,30,8.333333,6,41.041668,3.506304,-4.400975,-1.967968,0.066392,0.043123,0.026454,-0.001848,-0.00007,0.000001,0,-0,-0.135969,0.24639,0.057905,0.002469,0.041071,0.00949,0,34,5.505836,4,22.485317,Spot
21,9.62398,4.576375,1.673926,0.971088,-0.367123,-0.706336,-0.496007,3.828418,35.157207,-7.221388,2.927635,4.651264,2.652993,1.135467,0.553389,4,30,14.142858,10,97.809525,5.617064,-4.006915,0.539177,0.3363,0.235843,-0.023534,-0.009303,0.002218,0.001157,-0.001357,-1.111319,0.801765,0.521909,0.113555,0.24461,0.08346,1,30,9.333333,7,45.291668,3.408535,-6.215444,-2.208529,0.063243,0.045817,0.025437,-0.002084,-0.000078,0.000001,0,-0,-0.134496,0.268803,0.067689,0.002145,0.044106,0.009408,0,34,5.428016,4,23.894213,Spot
5,7.802916,1.524779,1.052715,0.606197,0.144554,-0.089574,0.771868,0.651013,-31.146688,-1.971298,4.08739,6.278874,1.174991,1.172518,0.532066,3,21,7.857143,5,40.142857,5.309029,-2.493887,0.412294,0.323991,0.25899,-0.011125,-0.006513,-0.000787,0.000083,0.001138,-0.995275,1.010103,0.742477,0.083156,0.267496,0.078532,1,30,8.30303,6,46.030304,3.260883,-4.542032,-2.048145,0.057036,0.044148,0.021732,-0.002166,-0.00007,0.000001,0,-0,-0.122916,0.292834,0.078525,0.002015,0.046626,0.0095,0,34,5.245136,4,24.857643,Spot
