@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
5,14.258339,7.201491,1.76812,0.951389,2.250922,1.034228,-1.437192,-11.029069,-96.923744,4.481983,7.134118,37.256737,9.746554,12.801592,7.321489,17,13.333667,-0.924672,1.249064,0.817882,0.327818,0.088822,0.005864,-0.008873,-0.004264,0.006223,-1.739128,2.56126,4.187817,0.822607,1.360738,0.72666,178.155304,10.302979,-3.955359,-3.030687,0.083795,0.068829,0.021808,0.001389,-0.000072,-0.000002,0,0,-0.174432,0.381187,0.125382,0.005343,0.063339,0.016323,191.893875,Spot
12,21.361414,6.917484,5.590683,4.2893,2.51424,0.701541,-8.153755,6.716184,149.671906,-2.9625,12.063312,55.522205,22.272894,14.825318,8.673161,95.238098,15.476713,-5.884701,1.616599,1.131926,0.294883,0.073522,-0.013028,-0.009396,-0.001048,0.00931,-3.043409,2.542164,3.967686,1.205254,1.435866,0.840343,530.829529,10.600131,-10.761283,-4.876582,0.096775,0.089727,0.040225,0.000834,-0.00012,-0.000002,0.000001,0,-0.226727,0.32397,0.094707,0.006557,0.056825,0.017529,218.525726,Spot
29,27.665525,9.578547,6.451372,3.170924,0.569277,-0.797014,-1.009706,-11.486154,46.150089,-12.858994,13.604679,59.953701,34.307602,16.002434,9.413977,335.904755,16.876423,-10.789103,1.864063,1.308604,0.82478,0.027094,-0.029616,-0.003353,0.003705,0.002798,-3.997447,2.185838,3.262458,1.49262,1.471604,0.91029,590.757568,10.795929,-16.869596,-6.080494,0.114063,0.095986,0.048817,0.000097,-0.00015,-0.000001,0.000001,0,-0.258865,0.260973,0.065639,0.007709,0.049446,0.020745,218.931976,Spot
43,28.338329,10.236169,7.012578,2.534955,-1.686533,-1.277883,8.253382,18.399382,-184.156357,-14.713792,12.380045,54.011379,35.19519,16.049772,9.334991,218,16.981766,-11.356564,1.891894,1.366709,0.76668,-0.029897,-0.032259,0.005074,0.005408,-0.006181,-4.025283,2.068373,2.948149,1.513249,1.479082,0.911669,483.835236,10.866137,-17.472193,-6.115629,0.122757,0.093159,0.049057,-0.00072,-0.000156,0.000001,0.000001,-0,-0.264973,0.225875,0.049556,0.010649,0.042276,0.026861,218.955887,Spot
33,23.431625,7.949719,5.476545,3.805006,-2.280925,-0.643035,2.419197,4.219034,37.640202,-9.621259,10.383353,45.168282,24.464365,14.967586,8.446809,114.952377,15.811051,-7.620574,1.714048,1.200085,0.207313,-0.070467,-0.019702,0.009463,0.002924,-0.008,-3.121445,2.262923,3.156777,1.263771,1.460241,0.838281,236.501892,10.807813,-12.623813,-5.003239,0.120104,0.084775,0.040322,-0.001486,-0.000137,0.000002,0.000001,-0,-0.245201,0.242055,0.053434,0.011726,0.036833,0.032999,217.546814,Spot
20,16.677612,4.855077,4.340113,2.482873,-1.414532,0.167887,-2.621222,-13.411577,70.775146,-1.967909,7.341273,31.402044,11.845974,13.037129,6.974582,80.476189,13.942615,-2.734998,1.398404,0.861071,0.399072,-0.08069,-0.001356,0.007678,-0.00112,-0.002906,-1.860403,2.208792,3.192716,0.894304,1.407705,0.70768,104.547348,10.636897,-6.040715,-3.305717,0.108603,0.074154,0.022446,-0.002082,-0.000099,0.000002,0,-0,-0.205202,0.287862,0.072344,0.009523,0.042627,0.028998,184.500427,Spot
18,18.07217,5.957485,4.665536,3.334757,-0.913827,0.321092,3.033013,-17.224194,-63.767616,-2.042808,8.67003,42.939426,15.748475,14.055071,7.97455,123.809525,14.552283,-3.519887,1.491262,0.958744,0.179676,-0.025549,-0.005155,0.004417,-0.001041,-0.004513,-2.27033,2.467263,3.736158,1.062057,1.428893,0.783305,154.621216,10.642404,-7.429767,-3.90988,0.107199,0.077567,0.030947,-0.000769,-0.000112,0,0,0,-0.215713,0.299153,0.079665,0.008277,0.049557,0.023797,218.365128,Spot
23,16.085276,4.834,3.947012,2.922729,-1.307669,-0.110196,0.305134,0.694628,0.997982,-2.035741,7.205252,33.241341,11.4565,13.159342,7.210868,69.476189,13.801121,-2.284155,1.374604,0.837721,0.457655,-0.074208,-0.003884,0.008022,0.000353,-0.004839,-1.75467,2.289363,3.396948,0.911705,1.401179,0.721882,91.130684,10.611458,-5.473818,-3.189663,0.108309,0.072322,0.020632,-0.001976,-0.000102,0.000002,0,0,-0.201264,0.294475,0.075459,0.009398,0.044291,0.028092,201.336212,Spot
9,15.613547,4.962663,3.654601,2.082301,0.763095,0.992897,1.491385,-2.69817,-69.597626,-0.77424,6.59902,23.702509,7.965087,5.096065,4.457671,77.476189,13.593631,-2.019917,0.840076,0.551194,0.208122,0.082316,-0.002157,-0.005943,-0.001446,0.002272,-1.183148,1.875198,2.026561,0.446317,0.730104,0.432995,84.189392,10.442491,-5.171057,-3.15114,0.139716,0.075377,0.052072,0.00184,-0.000121,-0.000004,0,0,-0.267164,0.289721,0.087241,0.006696,0.085606,0.013318,119.284927,Spot
18,16.444347,5.599837,3.819852,2.047155,0.790658,1.831035,-0.391632,-5.965954,50.88768,-0.26717,7.858626,29.658819,9.634913,5.427464,4.862594,158.238098,14.125938,-2.318409,0.926333,0.612165,0.079355,0.071412,-0.001104,-0.00657,-0.004081,0.00211,-1.459143,1.913544,2.021366,0.539174,0.771954,0.440649,221.257568,10.502484,-5.941863,-3.623454,0.143812,0.080551,0.059661,0.001345,-0.000135,-0.000003,0,0,-0.284024,0.280736,0.085072,0.006166,0.086963,0.013719,127.832779,Spot
44,26.09141,9.903122,6.396569,0.719807,1.237745,-1.67311,-0.05064,-3.162492,-20.47513,-17.019499,10.865234,37.208878,23.322788,6.32151,5.559241,563.619019,15.791437,-10.299973,1.277215,1.001058,0.581513,0.045094,-0.028312,-0.007443,0.004811,0.005243,-2.859787,1.617756,1.614813,0.847177,0.850399,0.479464,374.570068,10.57762,-15.51379,-5.213818,0.148871,0.086554,0.07708,0.001058,-0.000193,-0.000001,0.000001,0,-0.312505,0.270972,0.084514,0.006325,0.089707,0.014802,127.866241,Spot
84,33.109985,14.0402,12.385043,6.820771,0.43019,-4.018955,0.959965,43.125191,-69.601936,-33.246014,6.351507,35.539055,31.664707,6.778773,5.861658,344.285706,16.617502,-16.492483,1.450182,1.377685,0.847165,-0.000494,-0.043755,-0.002243,0.010295,0.002459,-3.675032,1.045887,1.223946,0.917072,0.888713,0.506482,334.501892,10.575142,-22.534843,-6.04236,0.150384,0.089338,0.082776,0.000688,-0.000223,0,0.000001,-0,-0.322498,0.276483,0.088267,0.006407,0.091505,0.015229,127.687225,Spot
12,14.860697,6.638449,2.916583,1.409272,0.287117,0.478728,-2.030019,-14.47844,13.6341,2.312594,6.789789,29.543907,7.884537,5.380939,4.833519,63.952381,13.91021,-0.950487,0.856822,0.597205,0.19764,0.026994,-0.000094,-0.002567,-0.002211,0.000358,-1.256387,1.919266,2.057924,0.485222,0.775591,0.427204,129.818176,10.481719,-4.378978,-3.428491,0.144432,0.08062,0.057186,0.000617,-0.000127,-0,0,0,-0.282238,0.286848,0.087927,0.005996,0.087929,0.01388,128.877182,Spot
31,23.012703,7.954426,3.497554,2.00881,0.178326,-0.543184,-2.850697,12.341693,102.645485,-9.443169,11.651174,41.950729,20.013538,6.26336,5.523349,408.285706,15.476557,-7.536146,1.179573,0.839394,0.533016,0.009649,-0.021369,-0.001208,0.002257,-0.00003,-2.551984,1.821369,1.926358,0.743172,0.853622,0.468894,382.835236,10.553083,-12.45962,-4.923473,0.149011,0.086707,0.073794,0.000574,-0.000178,0,0.000001,-0,-0.309512,0.280609,0.088693,0.006094,0.09093,0.015084,128.419418,Spot
61,29.590319,12.261834,6.976505,4.889324,-0.607311,-1.672587,6.302252,15.202176,-139.534515,-24.127663,10.573017,42.249451,29.380188,6.733689,5.798239,611.666687,16.26796,-13.322359,1.346999,1.055447,0.937259,-0.010523,-0.034089,0.001347,0.005672,-0.001418,-3.339705,1.494573,1.754934,0.853798,0.892181,0.494011,426.592804,10.547382,-19.042936,-5.720577,0.150127,0.0872,0.081484,0.000504,-0.000203,0,0.000001,-0,-0.318811,0.288562,0.093611,0.006562,0.092994,0.015755,128.465164,Spot
29,26.05007,8.436845,5.005724,1.115024,-0.488507,0.334918,1.111701,-34.068687,-42.545197,-14.557592,12.141335,46.594822,22.045465,6.666032,5.589071,287.476196,15.802404,-10.247665,1.242906,0.919167,0.841847,-0.022129,-0.026546,0.002558,0.003574,-0.000783,-3.00392,1.798516,2.151853,0.772766,0.882248,0.499159,431.090912,10.459675,-15.590395,-5.34273,0.148111,0.083698,0.075204,0.000429,-0.000196,0.000001,0.000001,-0,-0.307012,0.311827,0.102979,0.007032,0.093845,0.015903,129.049088,Spot
27,21.30941,7.779929,3.425776,2.956781,-0.720214,1.393839,-0.710567,-44.142662,105.28286,-8.248924,10.626605,39.444115,17.719913,6.184034,5.243877,437,14.912657,-6.396753,1.074056,0.831538,0.336409,-0.017347,-0.010019,0.003957,-0.002652,-0.00335,-2.242004,2.008508,2.319092,0.617391,0.84785,0.445549,367.359863,10.433825,-10.875586,-4.478832,0.146908,0.078127,0.069158,0.000268,-0.000151,0.000001,0.000001,-0,-0.294193,0.315729,0.103779,0.007207,0.093617,0.015942,130.507355,Spot
25,19.245134,5.451773,4.684646,2.90603,0.54872,-0.51171,-1.805046,57.015812,22.449736,-3.673157,10.055589,39.678638,13.617313,6.133874,5.033216,89.476189,14.533478,-4.711657,1.011963,0.790442,0.210131,0.011584,-0.007239,-0.001546,-0.001847,0.001793,-2.012537,2.101599,2.52886,0.56292,0.83893,0.450533,245.695068,10.346344,-8.89879,-4.187134,0.144816,0.074152,0.064041,0.00054,-0.000144,-0.000001,0,-0,-0.283009,0.335337,0.112806,0.007653,0.094588,0.016281,131.602081,Spot
49,34.426556,14.207006,6.77759,6.068564,1.612487,0.263032,-2.753483,-7.001515,93.54393,-14.916033,22.033375,176.220184,68.156677,28.48424,21.086977,1408.571411,21.457808,-12.968748,2.431301,1.69734,0.705129,0.094575,-0.021677,-0.010452,-0.002893,0.006392,-4.83377,4.546387,11.706974,3.297642,2.82814,2.623547,1304.507568,11.898225,-22.528332,-9.559583,0.23192,0.169047,0.139959,0.001119,-0.00038,-0.000003,0.000002,0,-0.540926,0.441456,0.186113,0.035079,0.149122,0.068887,528.424011,Spot
25,35.983635,13.995742,5.986436,4.190354,1.343103,1.133483,-1.61059,-42.595181,18.64712,-15.791824,21.556871,160.46402,78.931717,28.00742,21.591715,835.285706,21.685385,-14.29825,2.559945,1.682853,0.783537,0.076653,-0.034538,-0.008142,0.003796,0.00481,-5.026335,4.417391,11.173186,3.565121,2.870201,2.605801,1142.272705,11.93082,-24.052814,-9.754564,0.230853,0.171812,0.144721,0.000875,-0.000387,-0.000002,0.000002,0,-0.547387,0.438854,0.188032,0.032894,0.153355,0.067624,526.836914,Spot
39,36.218826,10.886934,7.267756,5.615066,-0.385823,2.928715,-2.507546,-12.128325,209.558441,-12.539624,24.335283,203.676163,55.999279,29.883112,20.868324,1439.142822,22.283325,-13.935501,2.388133,2.042307,1.002808,0.018081,-0.030342,-0.000967,-0.004168,-0.001598,-5.433249,4.40063,11.206962,3.167715,2.943963,2.506191,1200.479126,11.94016,-24.278667,-10.343165,0.235128,0.180042,0.140278,0.000258,-0.000413,-0.000001,0.000002,0,-0.555447,0.415539,0.166944,0.037398,0.142805,0.069135,524.281738,Spot
120,54.273357,22.888582,13.897205,12.238615,0.145798,-3.750093,5.848719,45.708199,-157.868942,-49.024403,19.690071,188.386703,104.33445,32.141674,23.221947,1171.619019,25.05924,-29.214117,3.098843,2.525373,2.106724,0.032305,-0.075668,-0.005296,0.010353,0.002315,-7.73094,3.084043,8.04772,4.534021,3.142912,2.722745,1265.897705,12.155385,-42.117973,-12.903855,0.244977,0.18871,0.176133,0.000173,-0.000499,-0,0.000003,0,-0.60982,0.338389,0.134982,0.035967,0.148216,0.070694,514.156494,Spot
75,54.493599,23.638456,14.640316,9.223157,0.915099,-3.417327,2.571689,-23.445511,-127.331757,-47.50193,17.649799,148.747406,134.335205,31.806051,23.544374,1520.952393,25.158463,-29.335136,3.233727,2.40877,2.114702,0.028006,-0.081994,-0.005857,0.016167,0.004154,-7.757199,2.943869,7.489051,5.011538,3.185551,2.723611,1149.14209,12.187638,-42.305962,-12.970824,0.243053,0.192722,0.180397,0.000081,-0.000501,0,0.000003,0,-0.616171,0.33301,0.138487,0.032722,0.152924,0.070499,517.414063,Spot
10,22.690889,13.188837,4.641971,3.386827,-0.256338,1.844619,0.382939,29.470413,5.547567,5.160039,16.948919,151.227524,25.766386,26.07189,17.710587,81.333336,19.039034,-3.651855,1.816566,1.556119,0.24649,-0.033152,0.005888,0.000894,-0.008398,0.00136,-3.126195,4.582271,11.955659,2.105781,2.659683,2.099945,761.001892,11.636468,-11.054421,-7.402566,0.219772,0.168425,0.09395,-0.000673,-0.000297,0.000001,0.000001,-0,-0.482147,0.482443,0.204159,0.034624,0.136026,0.065539,498.350037,Spot
34,44.084743,12.462939,11.859792,2.428249,-0.929659,1.812795,2.193372,-106.387337,-93.685715,-26.75098,23.812096,195.348831,65.969444,30.614105,21.452654,1661.238037,23.438757,-20.645987,2.654175,2.36271,1.42942,-0.046577,-0.053582,0.003803,0.004637,-0.002031,-6.446305,3.899612,9.618148,3.577986,3.006271,2.480028,1286.382568,12.007778,-32.076965,-11.430979,0.238761,0.189054,0.147938,-0.000786,-0.00045,0.000002,0.000002,-0,-0.575753,0.388323,0.151784,0.037981,0.141479,0.066978,522.012634,Spot
131,61.872353,29.112808,20.048382,13.069063,-1.113951,-4.358692,1.693511,41.943558,17.775167,-62.230255,8.619329,179.354416,102.248085,33.105709,23.654625,1028.333374,26.238966,-35.633385,3.43176,3.030899,2.282435,-0.048685,-0.097034,0.004456,0.017022,-0.003879,-8.745094,1.598418,5.855417,4.599338,3.230184,2.708205,928.126892,12.225267,-49.647087,-14.013699,0.248895,0.201365,0.181083,-0.000809,-0.000537,0.000003,0.000003,-0,-0.631343,0.295859,0.118074,0.033885,0.147009,0.070859,514.960144,Spot
102,57.885429,20.934179,18.657675,9.948333,-0.189395,-3.682946,-1.159126,50.748032,49.106922,-49.540184,16.878637,188.159073,99.808479,32.951012,23.759121,1211.571411,26.12929,-31.75614,3.190492,3.024441,2.256149,-0.038577,-0.088232,0.001625,0.014364,-0.001341,-8.471082,1.996434,6.735694,4.546882,3.280437,2.724077,1163.592773,12.25526,-45.630169,-13.87403,0.246868,0.202713,0.187518,-0.000727,-0.000535,0.000003,0.000003,-0,-0.637099,0.291404,0.123418,0.032262,0.151937,0.072061,507.38974,Spot
10,22.626312,10.659237,6.376724,4.766556,0.442226,0.638184,-1.558508,-22.187031,31.199596,-0.484043,15.941007,124.770676,30.090015,24.254114,17.052666,968.476196,18.213041,-4.413271,1.776632,1.398764,0.452223,-0.046103,-0.008163,-0.001711,0.000854,0.004198,-2.723173,4.425226,11.443717,2.028892,2.513717,2.043015,564.613647,11.530177,-11.096135,-6.682864,0.214834,0.163194,0.080854,-0.001625,-0.000274,0.000003,0.000001,-0,-0.458882,0.501447,0.217533,0.033256,0.135244,0.064898,487.314545,Spot
93,40.729328,17.632051,12.685575,0.361033,-0.45654,-4.594368,0.225347,94.695053,-59.97197,-30.678659,20.014206,149.736877,80.333069,28.598597,20.46067,940.333313,22.105295,-18.624033,2.595376,2.006676,0.894095,-0.088069,-0.050241,0.005502,0.010198,0.000134,-5.496147,4.171884,10.170865,3.543343,2.844426,2.396996,1003.215881,11.887032,-28.842297,-10.218264,0.233102,0.18205,0.132889,-0.001736,-0.000411,0.000005,0.000002,-0,-0.548041,0.429289,0.174307,0.037262,0.140606,0.068258,527.123596,Spot
92,51.392204,23.741081,15.116092,6.496828,-1.61613,-1.638566,-2.336483,-63.158878,73.246223,-45.354,17.422934,148.582153,111.234772,31.103106,22.329842,907.238098,24.448847,-26.943357,3.073491,2.36751,1.777755,-0.108428,-0.068992,0.010828,0.010415,-0.005886,-7.218756,3.301079,7.809067,4.61087,3.070198,2.60833,1125.121216,12.094843,-39.297363,-12.354004,0.243048,0.190641,0.16696,-0.001676,-0.000486,0.000005,0.000002,-0,-0.600649,0.363287,0.14482,0.037168,0.145935,0.071559,517.994629,Spot
51,43.756634,13.227309,6.51667,1.946795,-1.370643,1.702211,-0.898055,-6.745155,53.390205,-21.690775,23.885805,197.726166,72.594025,31.146385,22.200905,1179.619019,24.155563,-19.60107,2.759127,2.081004,1.852098,-0.09094,-0.04836,0.008145,0.000796,-0.005613,-6.692229,3.693251,9.17041,3.930078,3.134698,2.617164,1181.734863,12.121017,-31.635616,-12.034547,0.242111,0.183177,0.180257,-0.001417,-0.000481,0.000004,0.000002,-0,-0.605545,0.363478,0.14997,0.035385,0.150775,0.0727,512.474365,Spot
15,17.828125,9.399438,5.487556,4.152876,0.66823,-0.751008,-0.951151,-16.278189,22.558775,-0.240993,11.5113,82.671021,21.42856,20.557102,15.276533,272.142853,16.044638,-1.783487,1.397882,1.057011,0.947987,-0.038167,-0.013614,-0.002666,0.006714,0.002902,-1.506907,4.011601,10.263376,1.4305,2.224132,1.968315,363.217804,11.271235,-6.55689,-4.773402,0.202461,0.147374,0.050331,-0.002408,-0.000207,0.000004,0.000001,-0,-0.400166,0.536479,0.244417,0.029885,0.134914,0.063647,400.202484,Spot
55,28.163754,11.944992,9.359368,5.897686,0.101964,-2.579966,-2.163327,25.413765,18.283545,-15.406675,16.710779,114.925491,51.318024,24.360056,18.118397,857.619019,18.936247,-9.227507,1.989051,1.473165,0.208882,-0.090763,-0.022274,0.003689,0.006168,0.001079,-3.253334,4.394076,11.189318,2.41038,2.492065,2.282837,637.246216,11.595592,-16.568161,-7.340655,0.219085,0.163681,0.095951,-0.002477,-0.000307,0.000006,0.000001,-0,-0.478717,0.501323,0.220736,0.034051,0.140281,0.068142,486.483734,Spot
