@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
25,21.31255,7.064694,4.122769,1.953354,1.155211,-0.334138,-1.591209,0.745925,-1.03277,-9.23411,7.626331,20.325811,13.15456,4.072359,3.156448,50.476189,13.823367,-7.489182,1.00614,0.914654,0.487438,0.026745,-0.020022,-0.00419,0.002003,0.003589,-2.408232,1.154445,0.814591,0.50477,0.476842,0.329851,192.359848,9.409942,-11.902608,-4.413425,0.137222,0.068689,0.059262,-0.000009,-0.00017,-0,0.000001,0,-0.265174,0.134673,0.031243,0.004894,0.064323,0.009868,84.491516,Spot
21,19.018965,5.683362,3.69276,3.478638,-0.461486,0.081327,0.009389,2.534983,48.36797,-5.46924,7.905169,23.014143,10.394382,3.970767,3.101441,63.142857,13.483537,-5.535428,0.929136,0.804089,0.338044,-0.005651,-0.011501,0.003014,0.000024,-0.003373,-2.07127,1.336865,1.003401,0.447953,0.460929,0.316091,206.371216,9.427448,-9.591516,-4.056088,0.134795,0.066059,0.060003,-0.000044,-0.000156,0.000001,0.000001,-0,-0.260857,0.125929,0.029667,0.003567,0.063462,0.008486,84.258514,Spot
6,14.164048,5.508918,3.258062,1.073799,-1.425049,0.604209,1.921541,-0.453879,10.272111,1.177057,6.214412,19.560728,6.096035,3.552247,2.804146,38.333332,12.436705,-1.727344,0.73831,0.580533,0.076042,-0.033776,0.000933,0.007112,-0.001993,-0.00605,-1.242801,1.510211,1.240285,0.321628,0.42272,0.289516,135.064392,9.379709,-4.784339,-3.056995,0.13021,0.05773,0.05239,-0.00008,-0.000118,0.000001,0,-0,-0.24033,0.142814,0.029491,0.005093,0.061316,0.007999,85.404671,Spot
15,13.966567,4.45071,2.789999,2.327018,-0.930288,0.230901,3.770125,2.75218,-89.796745,-0.666307,5.394492,16.500717,4.55288,3.361161,2.593878,22,11.938751,-2.027816,0.673339,0.604204,0.113836,-0.029816,-0.003643,0.003532,-0.001022,-0.003246,-1.163707,1.565144,1.435719,0.281181,0.431479,0.327789,83.058716,9.137027,-4.82954,-2.801724,0.13363,0.049019,0.03709,-0.00051,-0.000118,0.000001,0,-0,-0.21974,0.209677,0.042485,0.011567,0.061376,0.014077,80.80043,Spot
24,18.947824,5.436523,4.314938,2.780671,0.119434,0.04527,-1.94862,-6.504298,49.394367,-6.97079,7.83314,21.49342,10.037436,3.859419,3.014292,104.952377,13.159667,-5.788157,0.883275,0.819301,0.303909,-0.011564,-0.016871,0.000419,0.001479,0.000061,-2.006484,1.450475,1.222411,0.416178,0.463755,0.339462,151.996216,9.280672,-9.667152,-3.878995,0.136291,0.057586,0.054655,-0.00037,-0.000155,0.000001,0.000001,-0,-0.248532,0.181049,0.037457,0.009422,0.06327,0.012489,83.728508,Spot
31,22.029881,7.325054,4.517006,0.071128,0.961847,-0.368258,-4.323336,3.084285,78.782684,-11.770931,8.548759,21.957979,15.016911,4.074966,3.234721,245.142853,13.753401,-8.27648,0.995568,0.903795,0.539321,0.010019,-0.023501,-0.003011,0.003339,0.002836,-2.438683,1.244213,0.985939,0.495103,0.473823,0.334267,218.717804,9.36704,-12.662841,-4.386361,0.13624,0.068176,0.058167,-0.000149,-0.000168,0.000001,0.000001,0,-0.262584,0.152817,0.03347,0.006378,0.063839,0.01066,84.387253,Spot
31,20.516199,7.009354,4.620128,1.046792,0.580066,-0.396708,1.340574,-0.576179,-49.350964,-10.582689,8.689892,22.743923,13.736299,3.94746,3.198444,287.476196,13.449203,-7.066997,0.931245,0.813115,0.399802,0.021857,-0.017579,-0.003683,0.002002,0.001802,-2.144162,1.384986,1.101828,0.447991,0.458564,0.313217,218.058716,9.386128,-11.130071,-4.063074,0.133881,0.067353,0.057813,0.000098,-0.000154,0,0.000001,0,-0.259047,0.143673,0.03159,0.004787,0.063029,0.008861,85.326851,Spot
11,15.153338,4.380283,4.301172,2.071761,0.084713,0.326362,2.303088,-3.624044,-50.484982,-1.99265,7.553892,21.098936,7.638325,3.511281,2.911788,245.142853,12.403553,-2.749785,0.727485,0.601415,0.0303,0.020233,-0.003475,-0.001708,-0.001124,-0.000351,-1.2986,1.562784,1.326524,0.312444,0.421007,0.284034,153.005676,9.339278,-5.81406,-3.064275,0.129409,0.057941,0.051732,0.000315,-0.000116,-0,0,0,-0.239083,0.15746,0.031629,0.006398,0.060957,0.008534,85.267815,Spot
10,11.592216,3.750541,1.559649,0.84246,-1.627652,0.350627,0.026624,-9.717398,12.22122,1.348432,3.746889,13.457619,2.512879,3.133486,2.431779,10.619047,11.235381,-0.356834,0.55992,0.454449,0.309738,-0.084397,0.002148,0.009249,-0.001369,-0.004785,-0.70463,1.52539,1.438298,0.218866,0.405326,0.3175,36.892044,9.042797,-2.549418,-2.192584,0.130033,0.04686,0.026752,-0.001061,-0.000099,0.000003,0,-0,-0.203645,0.222172,0.045581,0.011738,0.059615,0.014874,76.936226,Spot
9,14.601651,5.060462,3.024307,1.833567,-1.736818,-0.170803,2.440464,9.469441,25.391565,0.202588,6.380644,20.67165,5.795735,3.574394,2.830456,28,12.271081,-2.33057,0.732244,0.625465,0.011535,-0.060035,-0.006908,0.007899,-0.000033,-0.006219,-1.346174,1.609761,1.450288,0.322526,0.435025,0.326971,112.547348,9.182065,-5.419586,-3.089016,0.132708,0.057095,0.041203,-0.000711,-0.000128,0.000003,0,-0,-0.231006,0.201727,0.041122,0.01056,0.061445,0.013412,84.531921,Spot
15,16.983917,4.285113,4.202908,2.92485,-0.465214,-0.23847,2.096015,3.725327,-60.003334,-3.007056,8.07108,23.522194,8.802551,3.748656,3.051275,90.952377,12.798572,-4.185346,0.823428,0.709681,0.175074,-0.010138,-0.014041,0.000365,0.001632,-0.001306,-1.708183,1.564688,1.342945,0.379566,0.444526,0.318044,181.717804,9.267008,-7.716909,-3.531564,0.13285,0.065164,0.046744,-0.000235,-0.000138,0.000001,0.000001,-0,-0.244758,0.18058,0.036873,0.008658,0.062021,0.011637,86.297966,Spot
16,16.393032,4.368839,4.061541,3.480091,0.900071,-0.070677,0.035148,-4.717845,-3.24966,-3.78739,8.015682,22.818977,8.548459,3.607424,3.038569,104.476189,12.569861,-3.823171,0.760259,0.662573,0.083591,0.03859,-0.013169,-0.007057,0.001821,0.004613,-1.506423,1.591887,1.371323,0.336408,0.430911,0.292403,199.96022,9.287497,-7.105536,-3.282365,0.130664,0.065092,0.046328,0.000275,-0.000125,-0.000001,0,0,-0.242085,0.172321,0.034708,0.0076,0.061296,0.010005,85.719727,Spot
4,12.625583,5.342948,2.19593,1.546032,1.339793,0.345452,-1.913797,-1.621007,15.678243,1.600986,6.360408,18.902561,4.902329,3.189779,2.790731,38.904762,11.700757,-0.924826,0.574859,0.50312,0.224928,0.062739,-0.004905,-0.008378,0.000382,0.00526,-0.853051,1.576824,1.406025,0.225401,0.396895,0.271441,144.246216,9.244555,-3.381028,-2.456203,0.126356,0.057369,0.040227,0.000725,-0.000092,-0.000002,0,0,-0.223952,0.179913,0.034766,0.008207,0.059376,0.009617,79.797333,Spot
10,10.237813,2.384421,0.876778,0.237698,-0.067038,0.31721,1.117863,9.051651,-54.319588,1.269945,2.617676,3.129954,0.629572,0.825061,0.590982,13.809524,10.012717,-0.225096,0.284157,0.192168,0.05418,-0.01738,0.001532,0.001494,-0.001228,0.000007,-0.422145,0.646969,0.270513,0.049851,0.237371,0.05214,25.126894,8.708117,-1.529696,-1.304601,0.10135,0.031879,0.012644,-0.000587,-0.000038,-0,0,-0,-0.145873,0.066051,0.009069,0.003802,0.036525,0.00262,20.113661,Spot
12,12.192559,1.483522,0.738823,0.535635,-0.428768,-0.037143,1.129944,-7.787443,-23.425976,-1.68671,3.821279,4.262403,1.301867,0.861871,0.659754,65.619049,10.421787,-1.770772,0.322657,0.247314,0.13881,-0.017512,-0.004117,0.002493,0.000978,-0.001726,-0.70878,0.66074,0.276053,0.056736,0.246108,0.056182,43.695076,8.759624,-3.432936,-1.662164,0.103155,0.033523,0.01924,-0.000933,-0.000057,0,0,-0,-0.155918,0.04983,0.00936,0.002382,0.037155,0.002558,20.297848,Spot
28,14.789345,3.480487,3.059663,1.069314,-0.398648,-1.140108,1.77721,24.432432,-29.363056,-7.609465,2.724508,3.50489,2.206072,0.884992,0.701697,33.142857,10.757833,-4.031512,0.441756,0.325298,0.261691,-0.012031,-0.0104,0.001314,0.003023,-0.001633,-1.028745,0.504634,0.200215,0.093237,0.245737,0.060462,48.892044,8.775574,-6.013771,-1.982259,0.103551,0.032517,0.022787,-0.001026,-0.000072,0,0,-0,-0.158854,0.045876,0.009439,0.002371,0.037094,0.002654,20.441088,Spot
17,14.386693,3.102592,2.632211,0.200129,0.347189,-0.172684,-1.233673,-10.202124,25.249052,-5.934932,2.692516,3.088583,2.145275,0.873136,0.703102,68.952377,10.693452,-3.693241,0.446193,0.34433,0.224231,0.002153,-0.010373,-0.001736,0.002309,0.00098,-1.014754,0.522767,0.193544,0.103821,0.237664,0.062661,43.092804,8.762909,-5.623784,-1.930543,0.102567,0.02845,0.023865,-0.001005,-0.000073,0,0,-0,-0.154881,0.055755,0.009399,0.003144,0.036695,0.002789,20.793318,Spot
15,11.900282,1.707423,1.044181,0.943804,0.746161,0.372059,-1.345877,-7.53146,1.155822,-1.607047,2.845316,3.402204,1.016636,0.827202,0.663082,12.952381,10.254827,-1.645454,0.335656,0.286236,0.061287,0.01357,-0.004537,-0.00343,-0.000352,0.002473,-0.683179,0.658682,0.257068,0.067738,0.223307,0.061599,35.717804,8.724901,-3.175381,-1.529926,0.100241,0.025713,0.01867,-0.000859,-0.000061,0,0,0,-0.144623,0.069886,0.009354,0.004065,0.035997,0.002846,21.288393,Spot
15,13.279328,2.887037,0.786427,0.12625,-0.287026,-0.242243,-1.400028,0.354065,97.520912,-3.547214,3.521117,4.051353,2.025575,0.872057,0.68729,36.952381,10.613668,-2.66566,0.340113,0.271573,0.244906,-0.012099,-0.006623,0.002078,0.001633,-0.001532,-0.856592,0.61835,0.256222,0.058608,0.248625,0.057806,45.715908,8.785914,-4.493414,-1.827754,0.103833,0.032626,0.023715,-0.00122,-0.000068,0,0,-0,-0.160173,0.037864,0.009532,0.001776,0.037495,0.002623,21.241154,Spot
22,15.965991,3.888398,3.529891,1.69277,-0.348497,-0.715834,1.45084,-1.661646,-23.499535,-9.111058,1.799378,3.34857,2.935868,0.899976,0.734738,51.57143,10.97844,-4.987551,0.461186,0.416125,0.327177,-0.012208,-0.012363,0.00091,0.002857,-0.001843,-1.204488,0.351955,0.164865,0.080345,0.248342,0.060773,48.88068,8.80724,-7.158751,-2.171201,0.104076,0.033541,0.02614,-0.001361,-0.000081,0.000001,0,-0,-0.163757,0.0189,0.009579,0.001008,0.037382,0.002491,20.788607,Spot
25,15.44353,3.769819,2.456346,1.502586,0.129506,-0.231262,2.363474,-0.395578,-59.884487,-7.72875,2.48483,3.473171,2.641538,0.891305,0.738632,38.238094,10.906938,-4.536592,0.470496,0.411469,0.289214,-0.007221,-0.010734,-0.001696,0.001496,0.000827,-1.17118,0.398986,0.149109,0.106798,0.240153,0.06182,42.297348,8.798211,-6.645319,-2.108727,0.10286,0.031524,0.025594,-0.001358,-0.00008,0.000001,0,-0,-0.159978,0.032104,0.00947,0.001557,0.036914,0.002491,21.422209,Spot
12,12.467321,1.978446,1.206069,1.079125,0.707733,0.20477,-2.988554,-2.467643,77.993202,-2.105391,3.174784,3.905995,1.398028,0.846579,0.697303,26,10.428153,-2.039168,0.360208,0.307801,0.115768,-0.002307,-0.003864,-0.002937,-0.000717,0.003034,-0.783778,0.637538,0.241141,0.072216,0.225479,0.060265,34.564392,8.761925,-3.705397,-1.666228,0.100277,0.028856,0.020308,-0.001195,-0.000064,0.000001,0,-0,-0.14944,0.053825,0.009283,0.002545,0.036137,0.002485,20.352232,Spot
10,13.581513,6.718829,2.805681,0.890968,-0.302963,1.046121,4.557753,9.013681,-151.185257,3.02218,7.374848,34.308353,6.774953,6.348986,4.118768,17.571428,12.698365,-0.883148,0.84187,0.665218,0.346788,0.019875,0.012078,0.00084,-0.004623,-0.003194,-1.1603,2.457417,3.813194,0.489149,0.865626,0.600251,133.871216,9.418175,-4.163339,-3.28019,0.115474,0.100861,0.040844,-0.00013,-0.0001,-0,-0,0,-0.257178,0.441257,0.175167,0.008811,0.122665,0.025971,140.540649,Spot
11,14.646742,5.781644,3.85968,0.895886,1.168023,1.445388,-1.235836,-23.572596,-16.456915,1.026078,7.926668,32.049713,8.850394,6.107145,4.011311,105.238098,12.835507,-1.811234,0.918205,0.641697,0.273156,0.065987,0.003776,-0.004297,-0.001428,0.000995,-1.286746,2.393137,3.602829,0.560222,0.809939,0.652341,215.189392,9.43657,-5.210172,-3.398937,0.117455,0.098539,0.043071,0.000054,-0.000104,-0.000002,-0,0,-0.259065,0.436216,0.171334,0.009442,0.121203,0.027525,139.122543,Spot
12,15.928504,8.235947,2.972104,2.254474,-1.445491,0.207007,6.733069,23.189241,-119.193077,3.009369,9.782166,48.210957,8.371714,7.331792,4.852648,12.904762,13.835489,-2.093015,0.954208,0.860374,0.102088,-0.027438,0.003009,0.004147,-0.004226,-0.003894,-1.712494,2.665443,4.269575,0.574735,0.975134,0.613568,312.979156,9.610888,-6.317616,-4.224602,0.124096,0.10704,0.062966,-0.000103,-0.000167,0.000002,0,-0,-0.294102,0.421427,0.16253,0.009603,0.122612,0.027773,156.621231,Spot
16,22.440016,6.677384,4.411082,2.713341,0.554804,0.279491,-1.492267,-6.132601,-2.167491,-8.375125,12.540577,51.852295,14.169521,7.691236,5.156768,214.238098,15.034971,-7.405045,1.222992,1.035848,0.316699,0.01744,-0.010238,-0.002061,0.00089,0.00171,-2.575539,2.519717,3.834958,0.833132,0.966746,0.701166,458.734863,9.744461,-12.695555,-5.29051,0.129992,0.114848,0.077339,-0.000112,-0.000201,0.000001,0.000001,0,-0.322179,0.396465,0.147724,0.010888,0.121763,0.028864,154.751404,Spot
